id,refseq,gene,chrom,start,end
K03490,K03490,K03490,,,
K02759,K02759,K02759,,,
K02761,K02761,K02761,,,
K02760,K02760,K02760,,,
K04064,K04064,K04064,,,
K01916,K01916,K01916,,,
K05984,K05984,K05984,,,
K09975,K09975,K09975,,,
K05526,K05526,K05526,,,
K01484,K01484,K01484,,,
K06447,K06447,K06447,,,
K00673,K00673,K00673,,,
K00840,K00840,K00840,,,
K01142,K01142,K01142,,,
K05777,K05777,K05777,,,
K05778,K05778,K05778,,,
K05779,K05779,K05779,,,
K01011,K01011,K01011,,,
K08320,K08320,K08320,,,
K00262,K00262,K00262,,,
K03169,K03169,K03169,,,
K01008,K01008,K01008,,,
K04773,K04773,K04773,,,
K01424,K01424,K01424,,,
K08281,K08281,K08281,,,
K01183,K01183,K01183,,,
K09916,K09916,K09916,,,
K07305,K07305,K07305,,,
K00134,K00134,K00134,,,
K01792,K01792,K01792,,,
K07274,K07274,K07274,,,
K07180,K07180,K07180,,,
K09786,K09786,K09786,,,
K07497,K07497,K07497,,,
K07483,K07483,K07483,,,
K03791,K03791,K03791,,,
K07483,K07483,K07483,,,
K07497,K07497,K07497,,,
K19055,K19055,K19055,,,
K03292,K03292,K03292,,,
K01811,K01811,K01811,,,
K03449,K03449,K03449,,,
K09712,K09712,K09712,,,
K13069,K13069,K13069,,,
K00031,K00031,K00031,,,
K06181,K06181,K06181,,,
K12152,K12152,K12152,,,
K00566,K00566,K00566,,,
K07153,K07153,K07153,,,
K01756,K01756,K01756,,,
K07660,K07660,K07660,,,
K07637,K07637,K07637,,,
K18850,K18850,K18850,,,
K07491,K07491,K07491,,,
K01258,K01258,K01258,,,
K11072,K11072,K11072,,,
K11071,K11071,K11071,,,
K11070,K11070,K11070,,,
K11069,K11069,K11069,,,
K12410,K12410,K12410,,,
K00884,K00884,K00884,,,
K09808,K09808,K09808,,,
K09810,K09810,K09810,,,
K09808,K09808,K09808,,,
K03723,K03723,K03723,,,
K19236,K19236,K19236,,,
K12151,K12151,K12151,,,
K03885,K03885,K03885,,,
K07000,K07000,K07000,,,
K01207,K01207,K01207,,,
K07251,K07251,K07251,,,
K07337,K07337,K07337,,,
K02503,K02503,K02503,,,
K16088,K16088,K16088,,,
K02778,K02778,K02778,,,
K02779,K02779,K02779,,,
K03424,K03424,K03424,,,
K02341,K02341,K02341,,,
K00943,K00943,K00943,,,
K07082,K07082,K07082,,,
K02619,K02619,K02619,,,
K09458,K09458,K09458,,,
K02078,K02078,K02078,,,
K00059,K00059,K00059,,,
K00645,K00645,K00645,,,
K00648,K00648,K00648,,,
K03621,K03621,K03621,,,
K02911,K02911,K02911,,,
K07040,K07040,K07040,,,
K06179,K06179,K06179,,,
K08300,K08300,K08300,,,
K02397,K02397,K02397,,,
K02396,K02396,K02396,,,
K02395,K02395,K02395,,,
K02394,K02394,K02394,,,
K02393,K02393,K02393,,,
K02392,K02392,K02392,,,
K02391,K02391,K02391,,,
K02390,K02390,K02390,,,
K02389,K02389,K02389,,,
K02388,K02388,K02388,,,
K02387,K02387,K02387,,,
K02386,K02386,K02386,,,
K02398,K02398,K02398,,,
K02399,K02399,K02399,,,
K03980,K03980,K03980,,,
K03810,K03810,K03810,,,
K09915,K09915,K09915,,,
K03790,K03790,K03790,,,
K08162,K08162,K08162,,,
K01465,K01465,K01465,,,
K12149,K12149,K12149,,,
K12148,K12148,K12148,,,
K02846,K02846,K02846,,,
K07146,K07146,K07146,,,
K02517,K02517,K02517,,,
K08161,K08161,K08161,,,
K12147,K12147,K12147,,,
K03669,K03669,K03669,,,
K03670,K03670,K03670,,,
K11941,K11941,K11941,,,
K04336,K04336,K04336,,,
K04334,K04334,K04334,,,
K04335,K04335,K04335,,,
K04333,K04333,K04333,,,
K04337,K04337,K04337,,,
K04338,K04338,K04338,,,
K06214,K06214,K06214,,,
K04477,K04477,K04477,,,
K12972,K12972,K12972,,,
K06911,K06911,K06911,,,
K03310,K03310,K03310,,,
K06217,K06217,K06217,,,
K16301,K16301,K16301,,,
K07224,K07224,K07224,,,
K07243,K07243,K07243,,,
K03317,K03317,K03317,,,
K11928,K11928,K11928,,,
K13821,K13821,K13821,,,
K09017,K09017,K09017,,,
K09018,K09018,K09018,,,
K09020,K09020,K09020,,,
K09021,K09021,K09021,,,
K09023,K09023,K09023,,,
K09019,K09019,K09019,,,
K09024,K09024,K09024,,,
K09016,K09016,K09016,,,
K06884,K06884,K06884,,,
K03809,K03809,K03809,,,
K01085,K01085,K01085,,,
K06213,K06213,K06213,,,
K02016,K02016,K02016,,,
K02015,K02015,K02015,,,
K02013,K02013,K02013,,,
K15580,K15580,K15580,,,
K19416,K19416,K19416,,,
K11179,K11179,K11179,,,
K01512,K01512,K01512,,,
K06969,K06969,K06969,,,
K11940,K11940,K11940,,,
K06929,K06929,K06929,,,
K09909,K09909,K09909,,,
K01734,K01734,K01734,,,
K03658,K03658,K03658,,,
K07343,K07343,K07343,,,
K13053,K13053,K13053,,,
K03286,K03286,K03286,,,
K09911,K09911,K09911,,,
K04770,K04770,K04770,,,
K01716,K01716,K01716,,,
K03812,K03812,K03812,,,
K09857,K09857,K09857,,,
K06192,K06192,K06192,,,
K03808,K03808,K03808,,,
K15738,K15738,K15738,,,
K12297,K12297,K12297,,,
K07140,K07140,K07140,,,
K18657,K18657,K18657,,,
K00254,K00254,K00254,,,
K00299,K00299,K00299,,,
K15553,K15553,K15553,,,
K04091,K04091,K04091,,,
K15554,K15554,K15554,,,
K15555,K15555,K15555,,,
K01256,K01256,K01256,,,
K00763,K00763,K00763,,,
K01893,K01893,K01893,,,
K09476,K09476,K09476,,,
K00813,K00813,K00813,,,
K03632,K03632,K03632,,,
K03804,K03804,K03804,,,
K03633,K03633,K03633,,,
K06219,K06219,K06219,,,
K00979,K00979,K00979,,,
K09791,K09791,K09791,,,
K09927,K09927,K09927,,,
K00912,K00912,K00912,,,
K11085,K11085,K11085,,,
K02238,K02238,K02238,,,
K05788,K05788,K05788,,,
K02945,K02945,K02945,,,
K00945,K00945,K00945,,,
K00800,K00800,K00800,,,
K00831,K00831,K00831,,,
K09136,K09136,K09136,,,
K06212,K06212,K06212,,,
K00656,K00656,K00656,,,
K04069,K04069,K04069,,,
K08219,K08219,K08219,,,
K07308,K07308,K07308,,,
K07307,K07307,K07307,,,
K07306,K07306,K07306,,,
K01875,K01875,K01875,,,
K07478,K07478,K07478,,,
K03634,K03634,K03634,,,
K03466,K03466,K03466,,,
K03719,K03719,K03719,,,
K00384,K00384,K00384,,,
K16013,K16013,K16013,,,
K16012,K16012,K16012,,,
K00684,K00684,K00684,,,
K02518,K02518,K02518,,,
K03694,K03694,K03694,,,
K06891,K06891,K06891,,,
K03704,K03704,K03704,,,
K05685,K05685,K05685,,,
K13888,K13888,K13888,,,
K09824,K09824,K09824,,,
K07459,K07459,K07459,,,
K06188,K06188,K06188,,,
K05601,K05601,K05601,,,
K11933,K11933,K11933,,,
K00156,K00156,K00156,,,
K01620,K01620,K01620,,,
K01183,K01183,K01183,,,
K02654,K02654,K02654,,,
K02462,K02462,K02462,,,
K02461,K02461,K02461,,,
K02460,K02460,K02460,,,
K02459,K02459,K02459,,,
K02458,K02458,K02458,,,
K02457,K02457,K02457,,,
K02456,K02456,K02456,,,
K02455,K02455,K02455,,,
K02454,K02454,K02454,,,
K02453,K02453,K02453,,,
K02452,K02452,K02452,,,
K02450,K02450,K02450,,,
K11066,K11066,K11066,,,
K10000,K10000,K10000,,,
K09997,K09997,K09997,,,
K09999,K09999,K09999,,,
K09998,K09998,K09998,,,
K09996,K09996,K09996,,,
K03212,K03212,K03212,,,
K11074,K11074,K11074,,,
K11075,K11075,K11075,,,
K11076,K11076,K11076,,,
K11073,K11073,K11073,,,
K05844,K05844,K05844,,,
K10678,K10678,K10678,,,
K03674,K03674,K03674,,,
K07085,K07085,K07085,,,
K11903,K11903,K11903,,,
K03892,K03892,K03892,,,
K03893,K03893,K03893,,,
K00537,K00537,K00537,,,
K07024,K07024,K07024,,,
K08160,K08160,K08160,,,
K19302,K19302,K19302,,,
K11534,K11534,K11534,,,
K07258,K07258,K07258,,,
K14441,K14441,K14441,,,
K13891,K13891,K13891,,,
K13890,K13890,K13890,,,
K13889,K13889,K13889,,,
K13892,K13892,K13892,,,
K13051,K13051,K13051,,,
K03750,K03750,K03750,,,
K11996,K11996,K11996,,,
K08313,K08313,K08313,,,
K04069,K04069,K04069,,,
K00656,K00656,K00656,,,
K07757,K07757,K07757,,,
K08191,K08191,K08191,,,
K01187,K01187,K01187,,,
K19235,K19235,K19235,,,
K03492,K03492,K03492,,,
K02761,K02761,K02761,,,
K01223,K01223,K01223,,,
K05685,K05685,K05685,,,
K13888,K13888,K13888,,,
K07214,K07214,K07214,,,
K07017,K07017,K07017,,,
K19611,K19611,K19611,,,
K03446,K03446,K03446,,,
K03543,K03543,K03543,,,
K11924,K11924,K11924,,,
K11934,K11934,K11934,,,
K11939,K11939,K11939,,,
K04047,K04047,K04047,,,
K10036,K10036,K10036,,,
K10037,K10037,K10037,,,
K10038,K10038,K10038,,,
K06970,K06970,K06970,,,
K13650,K13650,K13650,,,
K07345,K07345,K07345,,,
K07347,K07347,K07347,,,
K03722,K03722,K03722,,,
K11927,K11927,K11927,,,
K01993,K01993,K01993,,,
K01990,K01990,K01990,,,
K01992,K01992,K01992,,,
K01992,K01992,K01992,,,
K06132,K06132,K06132,,,
K07027,K07027,K07027,,,
K06890,K06890,K06890,,,
K03635,K03635,K03635,,,
K03636,K03636,K03636,,,
K03637,K03637,K03637,,,
K03638,K03638,K03638,,,
K03639,K03639,K03639,,,
K03702,K03702,K03702,,,
K01935,K01935,K01935,,,
K02169,K02169,K02169,,,
K00652,K00652,K00652,,,
K01012,K01012,K01012,,,
K00833,K00833,K00833,,,
K06910,K06910,K06910,,,
K01745,K01745,K01745,,,
K01712,K01712,K01712,,,
K05836,K05836,K05836,,,
K01479,K01479,K01479,,,
K01468,K01468,K01468,,,
K01051,K01051,K01051,,,
K07404,K07404,K07404,,,
K07024,K07024,K07024,,,
K02017,K02017,K02017,,,
K02018,K02018,K02018,,,
K02020,K02020,K02020,,,
K02019,K02019,K02019,,,
K05776,K05776,K05776,,,
K01784,K01784,K01784,,,
K00965,K00965,K00965,,,
K00849,K00849,K00849,,,
K01785,K01785,K01785,,,
K01834,K01834,K01834,,,
K01626,K01626,K01626,,,
K16264,K16264,K16264,,,
K03811,K03811,K03811,,,
K03517,K03517,K03517,,,
K03640,K03640,K03640,,,
K03641,K03641,K03641,,,
K03646,K03646,K03646,,,
K03560,K03560,K03560,,,
K03562,K03562,K03562,,,
K07107,K07107,K07107,,,
K00426,K00426,K00426,,,
K00425,K00425,K00425,,,
K15524,K15524,K15524,,,
K11198,K11198,K11198,,,
K11199,K11199,K11199,,,
K11200,K11200,K11200,,,
K11922,K11922,K11922,,,
K01902,K01902,K01902,,,
K01903,K01903,K01903,,,
K00658,K00658,K00658,,,
K00164,K00164,K00164,,,
K00240,K00240,K00240,,,
K00239,K00239,K00239,,,
K00242,K00242,K00242,,,
K00241,K00241,K00241,,,
K01647,K01647,K01647,,,
K05522,K05522,K05522,,,
K07160,K07160,K07160,,,
K01669,K01669,K01669,,,
K01546,K01546,K01546,,,
K01547,K01547,K01547,,,
K01548,K01548,K01548,,,
K07646,K07646,K07646,,,
K07667,K07667,K07667,,,
K01581,K01581,K01581,,,
K03756,K03756,K03756,,,
K01835,K01835,K01835,,,
K03645,K03645,K03645,,,
K01175,K01175,K01175,,,
K03839,K03839,K03839,,,
K03711,K03711,K03711,,,
K01886,K01886,K01886,,,
K02802,K02802,K02802,,,
K02803,K02803,K02803,,,
K02804,K02804,K02804,,,
K02564,K02564,K02564,,,
K01443,K01443,K01443,,,
K02565,K02565,K02565,,,
K02566,K02566,K02566,,,
K01953,K01953,K01953,,,
K03184,K03184,K03184,,,
K06168,K06168,K06168,,,
K06217,K06217,K06217,,,
K07042,K07042,K07042,,,
K06189,K06189,K06189,,,
K03820,K03820,K03820,,,
K10001,K10001,K10001,,,
K10003,K10003,K10003,,,
K10002,K10002,K10002,,,
K10004,K10004,K10004,,,
K01250,K01250,K01250,,,
K01869,K01869,K01869,,,
K03643,K03643,K03643,,,
K02340,K02340,K02340,,,
K00969,K00969,K00969,,,
K09710,K09710,K09710,,,
K00783,K00783,K00783,,,
K05515,K05515,K05515,,,
K05837,K05837,K05837,,,
K03642,K03642,K03642,,,
K07258,K07258,K07258,,,
K09158,K09158,K09158,,,
K03801,K03801,K03801,,,
K03644,K03644,K03644,,,
K03425,K03425,K03425,,,
K06199,K06199,K06199,,,
K03704,K03704,K03704,,,
K12973,K12973,K12973,,,
K07787,K07787,K07787,,,
K07798,K07798,K07798,,,
K03326,K03326,K03326,,,
K01169,K01169,K01169,,,
K11202,K11202,K11202,,,
K11203,K11203,K11203,,,
K08483,K08483,K08483,,,
K11189,K11189,K11189,,,
K11201,K11201,K11201,,,
K06140,K06140,K06140,,,
K11932,K11932,K11932,,,
K03387,K03387,K03387,,,
K03386,K03386,K03386,,,
K14287,K14287,K14287,,,
K08964,K08964,K08964,,,
K09880,K09880,K09880,,,
K08967,K08967,K08967,,,
K08963,K08963,K08963,,,
K00899,K00899,K00899,,,
K02058,K02058,K02058,,,
K02057,K02057,K02057,,,
K02056,K02056,K02056,,,
K08317,K08317,K08317,,,
K06200,K06200,K06200,,,
K00216,K00216,K00216,,,
K01252,K01252,K01252,,,
K02363,K02363,K02363,,,
K02361,K02361,K02361,,,
K02016,K02016,K02016,,,
K08225,K08225,K08225,,,
K02015,K02015,K02015,,,
K02015,K02015,K02015,,,
K02013,K02013,K02013,,,
K02364,K02364,K02364,,,
K07214,K07214,K07214,,,
K19611,K19611,K19611,,,
K02362,K02362,K02362,,,
K11606,K11606,K11606,,,
K11605,K11605,K11605,,,
K11607,K11607,K11607,,,
K11604,K11604,K11604,,,
K11903,K11903,K11903,,,
K19048,K19048,K19048,,,
K02168,K02168,K02168,,,
K02167,K02167,K02167,,,
K00130,K00130,K00130,,,
K00108,K00108,K00108,,,
K02035,K02035,K02035,,,
K02033,K02033,K02033,,,
K02034,K02034,K02034,,,
K02031,K02031,K02031,,,
K02032,K02032,K02032,,,
K03366,K03366,K03366,,,
K01652,K01652,K01652,,,
K01575,K01575,K01575,,,
K09765,K09765,K09765,,,
K11903,K11903,K11903,,,
K00077,K00077,K00077,,,
K06048,K06048,K06048,,,
K07214,K07214,K07214,,,
K02014,K02014,K02014,,,
K18325,K18325,K18325,,,
K10679,K10679,K10679,,,
K16053,K16053,K16053,,,
K11732,K11732,K11732,,,
K07093,K07093,K07093,,,
K02014,K02014,K02014,,,
K03503,K03503,K03503,,,
K07497,K07497,K07497,,,
K07483,K07483,K07483,,,
K08088,K08088,K08088,,,
K07688,K07688,K07688,,,
K07348,K07348,K07348,,,
K07350,K07350,K07350,,,
K07347,K07347,K07347,,,
K07346,K07346,K07346,,,
K07351,K07351,K07351,,,
K07345,K07345,K07345,,,
K01491,K01491,K01491,,,
K14761,K14761,K14761,,,
K02763,K02763,K02763,,,
K02764,K02764,K02764,,,
K02765,K02765,K02765,,,
K16136,K16136,K16136,,,
K07038,K07038,K07038,,,
K01883,K01883,K01883,,,
K03768,K03768,K03768,,,
K03269,K03269,K03269,,,
K01588,K01588,K01588,,,
K01589,K01589,K01589,,,
K06917,K06917,K06917,,,
K02004,K02004,K02004,,,
K02003,K02003,K02003,,,
K10804,K10804,K10804,,,
K00540,K00540,K00540,,,
K05838,K05838,K05838,,,
K02069,K02069,K02069,,,
K02068,K02068,K02068,,,
K07340,K07340,K07340,,,
K11923,K11923,K11923,,,
K17686,K17686,K17686,,,
K09973,K09973,K09973,,,
K03976,K03976,K03976,,,
K11751,K11751,K11751,,,
K08223,K08223,K08223,,,
K03455,K03455,K03455,,,
K00892,K00892,K00892,,,
K01772,K01772,K01772,,,
K00939,K00939,K00939,,,
K04079,K04079,K04079,,,
K06187,K06187,K06187,,,
K09747,K09747,K09747,,,
K02343,K02343,K02343,,,
K00759,K00759,K00759,,,
K09790,K09790,K09790,,,
K04067,K04067,K04067,,,
K05802,K05802,K05802,,,
K03577,K03577,K03577,,,
K03585,K03585,K03585,,,
K18138,K18138,K18138,,,
K19162,K19162,K19162,,,
K05839,K05839,K05839,,,
K00661,K00661,K00661,,,
K00375,K00375,K00375,,,
K02919,K02919,K02919,,,
K02909,K02909,K02909,,,
K08970,K08970,K08970,,,
K01190,K01190,K01190,,,
K07443,K07443,K07443,,,
K09914,K09914,K09914,,,
K10805,K10805,K10805,,,
K03320,K03320,K03320,,,
K04752,K04752,K04752,,,
K18890,K18890,K18890,,,
K18889,K18889,K18889,,,
K05800,K05800,K05800,,,
K01738,K01738,K01738,,,
K11938,K11938,K11938,,,
K06920,K06920,K06920,,,
K12500,K12500,K12500,,,
K02237,K02237,K02237,,,
K03770,K03770,K03770,,,
K03530,K03530,K03530,,,
K01338,K01338,K01338,,,
K03544,K03544,K03544,,,
K01358,K01358,K01358,,,
K03545,K03545,K03545,,,
K05527,K05527,K05527,,,
K07286,K07286,K07286,,,
K08218,K08218,K08218,,,
K02297,K02297,K02297,,,
K02298,K02298,K02298,,,
K02299,K02299,K02299,,,
K02300,K02300,K02300,,,
K02301,K02301,K02301,,,
K02431,K02431,K02431,,,
K00879,K00879,K00879,,,
K01818,K01818,K01818,,,
K10441,K10441,K10441,,,
K10440,K10440,K10440,,,
K10439,K10439,K10439,,,
K01628,K01628,K01628,,,
K09767,K09767,K09767,,,
K00077,K00077,K00077,,,
K03152,K03152,K03152,,,
K02761,K02761,K02761,,,
K01222,K01222,K01222,,,
K03710,K03710,K03710,,,
K03151,K03151,K03151,,,
K03602,K03602,K03602,,,
K00795,K00795,K00795,,,
K01662,K01662,K01662,,,
K00946,K00946,K00946,,,
K03625,K03625,K03625,,,
K00794,K00794,K00794,,,
K11752,K11752,K11752,,,
K07738,K07738,K07738,,,
K05517,K05517,K05517,,,
K06996,K06996,K06996,,,
K03074,K03074,K03074,,,
K03072,K03072,K03072,,,
K03210,K03210,K03210,,,
K00773,K00773,K00773,,,
K07568,K07568,K07568,,,
K08682,K08682,K08682,,,
K03386,K03386,K03386,,,
K01187,K01187,K01187,,,
K11736,K11736,K11736,,,
K03311,K03311,K03311,,,
K07636,K07636,K07636,,,
K07657,K07657,K07657,,,
K03547,K03547,K03547,,,
K03546,K03546,K03546,,,
K00847,K00847,K00847,,,
K03554,K03554,K03554,,,
K09913,K09913,K09913,,,
K14591,K14591,K14591,,,
K00891,K00891,K00891,,,
K09768,K09768,K09768,,,
K00286,K00286,K00286,,,
K18968,K18968,K18968,,,
K08161,K08161,K08161,,,
K01921,K01921,K01921,,,
K17938,K17938,K17938,,,
K18988,K18988,K18988,,,
K01698,K01698,K01698,,,
K03119,K03119,K03119,,,
K15552,K15552,K15552,,,
K10831,K10831,K10831,,,
K15551,K15551,K15551,,,
K00547,K00547,K00547,,,
K16235,K16235,K16235,,,
K09982,K09982,K09982,,,
K07497,K07497,K07497,,,
K07497,K07497,K07497,,,
K06919,K06919,K06919,,,
K07733,K07733,K07733,,,
K00147,K00147,K00147,,,
K00931,K00931,K00931,,,
K11929,K11929,K11929,,,
K11926,K11926,K11926,,,
K11750,K11750,K11750,,,
K00769,K00769,K00769,,,
K01270,K01270,K01270,,,
K02346,K02346,K02346,,,
K05952,K05952,K05952,,,
K00351,K00351,K00351,,,
K00350,K00350,K00350,,,
K00349,K00349,K00349,,,
K00348,K00348,K00348,,,
K00347,K00347,K00347,,,
K00346,K00346,K00346,,,
K07008,K07008,K07008,,,
K03271,K03271,K03271,,,
K06445,K06445,K06445,,,
K08590,K08590,K08590,,,
K00681,K00681,K00681,,,
K02034,K02034,K02034,,,
K02033,K02033,K02033,,,
K02035,K02035,K02035,,,
K02031,K02031,K02031,,,
K02342,K02342,K02342,,,
K03469,K03469,K03469,,,
K01069,K01069,K01069,,,
K08307,K08307,K08307,,,
K06222,K06222,K06222,,,
K00014,K00014,K00014,,,
K07566,K07566,K07566,,,
K07479,K07479,K07479,,,
K03747,K03747,K03747,,,
K04096,K04096,K04096,,,
K01462,K01462,K01462,,,
K00604,K00604,K00604,,,
K03500,K03500,K03500,,,
K03499,K03499,K03499,,,
K03282,K03282,K03282,,,
K09890,K09890,K09890,,,
K13638,K13638,K13638,,,
K02879,K02879,K02879,,,
K03040,K03040,K03040,,,
K02986,K02986,K02986,,,
K02948,K02948,K02948,,,
K02952,K02952,K02952,,,
K02919,K02919,K02919,,,
K03076,K03076,K03076,,,
K02876,K02876,K02876,,,
K02907,K02907,K02907,,,
K02988,K02988,K02988,,,
K02881,K02881,K02881,,,
K02933,K02933,K02933,,,
K02994,K02994,K02994,,,
K02954,K02954,K02954,,,
K02931,K02931,K02931,,,
K02895,K02895,K02895,,,
K02874,K02874,K02874,,,
K02961,K02961,K02961,,,
K02904,K02904,K02904,,,
K02878,K02878,K02878,,,
K02982,K02982,K02982,,,
K02890,K02890,K02890,,,
K02965,K02965,K02965,,,
K02886,K02886,K02886,,,
K02892,K02892,K02892,,,
K02926,K02926,K02926,,,
K02906,K02906,K02906,,,
K02946,K02946,K02946,,,
K03594,K03594,K03594,,,
K02192,K02192,K02192,,,
K02358,K02358,K02358,,,
K02355,K02355,K02355,,,
K02992,K02992,K02992,,,
K02950,K02950,K02950,,,
K07237,K07237,K07237,,,
K07236,K07236,K07236,,,
K07235,K07235,K07235,,,
K03772,K03772,K03772,,,
K03745,K03745,K03745,,,
K03775,K03775,K03775,,,
K07070,K07070,K07070,,,
K11747,K11747,K11747,,,
K11748,K11748,K11748,,,
K06158,K06158,K06158,,,
K13928,K13928,K13928,,,
K13935,K13935,K13935,,,
K13934,K13934,K13934,,,
K13936,K13936,K13936,,,
K13933,K13933,K13933,,,
K13932,K13932,K13932,,,
K13931,K13931,K13931,,,
K13930,K13930,K13930,,,
K13929,K13929,K13929,,,
K07019,K07019,K07019,,,
K09898,K09898,K09898,,,
K00855,K00855,K00855,,,
K07397,K07397,K07397,,,
K10914,K10914,K10914,,,
K00821,K00821,K00821,,,
K01664,K01664,K01664,,,
K04095,K04095,K04095,,,
K03767,K03767,K03767,,,
K06141,K06141,K06141,,,
K00362,K00362,K00362,,,
K00363,K00363,K00363,,,
K02302,K02302,K02302,,,
K01867,K01867,K01867,,,
K01091,K01091,K01091,,,
K01783,K01783,K01783,,,
K06223,K06223,K06223,,,
K03112,K03112,K03112,,,
K01735,K01735,K01735,,,
K00891,K00891,K00891,,,
K02507,K02507,K02507,,,
K12291,K12291,K12291,,,
K12290,K12290,K12290,,,
K12289,K12289,K12289,,,
K12288,K12288,K12288,,,
K05366,K05366,K05366,,,
K08312,K08312,K08312,,,
K07025,K07025,K07025,,,
K04762,K04762,K04762,,,
K04083,K04083,K04083,,,
K01610,K01610,K01610,,,
K07638,K07638,K07638,,,
K07659,K07659,K07659,,,
K04760,K04760,K04760,,,
K06959,K06959,K06959,,,
K04758,K04758,K04758,,,
K04759,K04759,K04759,,,
K07490,K07490,K07490,,,
K02170,K02170,K02170,,,
K07400,K07400,K07400,,,
K06155,K06155,K06155,,,
K00705,K00705,K00705,,,
K00688,K00688,K00688,,,
K03556,K03556,K03556,,,
K02444,K02444,K02444,,,
K02441,K02441,K02441,,,
K02439,K02439,K02439,,,
K00111,K00111,K00111,,,
K00688,K00688,K00688,,,
K00703,K00703,K00703,,,
K00975,K00975,K00975,,,
K02438,K02438,K02438,,,
K00700,K00700,K00700,,,
K00133,K00133,K00133,,,
K06156,K06156,K06156,,,
K00851,K00851,K00851,,,
K06145,K06145,K06145,,,
K06911,K06911,K06911,,,
K03825,K03825,K03825,,,
K00681,K00681,K00681,,,
K01126,K01126,K01126,,,
K05816,K05816,K05816,,,
K05815,K05815,K05815,,,
K05814,K05814,K05814,,,
K05813,K05813,K05813,,,
K01996,K01996,K01996,,,
K01995,K01995,K01995,,,
K01998,K01998,K01998,,,
K01997,K01997,K01997,,,
K01999,K01999,K01999,,,
K01999,K01999,K01999,,,
K00823,K00823,K00823,,,
K03089,K03089,K03089,,,
K09811,K09811,K09811,,,
K09812,K09812,K09812,,,
K03110,K03110,K03110,,,
K08316,K08316,K08316,,,
K08993,K08993,K08993,,,
K01534,K01534,K01534,,,
K04085,K04085,K04085,,,
K09125,K09125,K09125,,,
K02078,K02078,K02078,,,
K02078,K02078,K02078,,,
K07107,K07107,K07107,,,
K00647,K00647,K00647,,,
K00059,K00059,K00059,,,
K09458,K09458,K09458,,,
K06133,K06133,K06133,,,
K12963,K12963,K12963,,,
K12962,K12962,K12962,,,
K07264,K07264,K07264,,,
K13014,K13014,K13014,,,
K10011,K10011,K10011,,,
K10012,K10012,K10012,,,
K07806,K07806,K07806,,,
K13727,K13727,K13727,,,
K05794,K05794,K05794,,,
K07644,K07644,K07644,,,
K07665,K07665,K07665,,,
K07245,K07245,K07245,,,
K07156,K07156,K07156,,,
K07233,K07233,K07233,,,
K19304,K19304,K19304,,,
K17686,K17686,K17686,,,
K07787,K07787,K07787,,,
K07798,K07798,K07798,,,
K07810,K07810,K07810,,,
K07796,K07796,K07796,,,
K07665,K07665,K07665,,,
K07644,K07644,K07644,,,
K15773,K15773,K15773,,,
K07007,K07007,K07007,,,
K16322,K16322,K16322,,,
K06144,K06144,K06144,,,
K06149,K06149,K06149,,,
K15984,K15984,K15984,,,
K01414,K01414,K01414,,,
K07115,K07115,K07115,,,
K00383,K00383,K00383,,,
K01194,K01194,K01194,,,
K07058,K07058,K07058,,,
K07290,K07290,K07290,,,
K00874,K00874,K00874,,,
K11103,K11103,K11103,,,
K01179,K01179,K01179,,,
K00694,K00694,K00694,,,
K03524,K03524,K03524,,,
K00075,K00075,K00075,,,
K00230,K00230,K00230,,,
K03498,K03498,K03498,,,
K01271,K01271,K01271,,,
K01825,K01825,K01825,,,
K00632,K00632,K00632,,,
K01879,K01879,K01879,,,
K01878,K01878,K01878,,,
K00854,K00854,K00854,,,
K01805,K01805,K01805,,,
K10543,K10543,K10543,,,
K10545,K10545,K10545,,,
K10544,K10544,K10544,,,
K02529,K02529,K02529,,,
K03796,K03796,K03796,,,
K01176,K01176,K01176,,,
K00835,K00835,K00835,,,
K05796,K05796,K05796,,,
K08092,K08092,K08092,,,
K00880,K00880,K00880,,,
K03081,K03081,K03081,,,
K03082,K03082,K03082,,,
K03080,K03080,K03080,,,
K09955,K09955,K09955,,,
K00138,K00138,K00138,,,
K03833,K03833,K03833,,,
K01042,K01042,K01042,,,
K02798,K02798,K02798,,,
K02799,K02799,K02799,,,
K02800,K02800,K02800,,,
K00009,K00009,K00009,,,
K02562,K02562,K02562,,,
K14762,K14762,K14762,,,
K07347,K07347,K07347,,,
K07345,K07345,K07345,,,
K00427,K00427,K00427,,,
K14348,K14348,K14348,,,
K00101,K00101,K00101,,,
K08195,K08195,K08195,,,
K03216,K03216,K03216,,,
K00053,K00053,K00053,,,
K02521,K02521,K02521,,,
K01754,K01754,K01754,,,
K01687,K01687,K01687,,,
K00826,K00826,K00826,,,
K11258,K11258,K11258,,,
K01652,K01652,K01652,,,
K07391,K07391,K07391,,,
K09897,K09897,K09897,,,
K01776,K01776,K01776,,,
K16092,K16092,K16092,,,
K00557,K00557,K00557,,,
K00322,K00322,K00322,,,
K04761,K04761,K04761,,,
K01755,K01755,K01755,,,
K00930,K00930,K00930,,,
K00145,K00145,K00145,,,
K01438,K01438,K01438,,,
K01595,K01595,K01595,,,
K08314,K08314,K08314,,,
K00005,K00005,K00005,,,
K03782,K03782,K03782,,,
K00297,K00297,K00297,,,
K12525,K12525,K12525,,,
K01739,K01739,K01739,,,
K03764,K03764,K03764,,,
K02909,K02909,K02909,,,
K04066,K04066,K04066,,,
K05499,K05499,K05499,,,
